web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25
"1788937663-353","https://poe2db.tw/us/Keywords","The Realmgate","","","","The Realmgate is a piece of Vaal Technology which allows the use of Atlas mechanic keys; accessing deadly areas and facing off against powerful enemies.","","","","","","","","","","","","","","","","","","","",""
"1788937663-354","https://poe2db.tw/us/Keywords","The Reliquary Vault","","","","The Reliquary Vault is a Vaal Vault which can be accessed by using Reliquary Keys found throughout the Atlas.","","","","","","","","","","","","","","","","","","","",""
"1788937663-355","https://poe2db.tw/us/Keywords","Corruption","","","","Contains Corruption, which may add an additional modifier to the area.



Corrupted Areas cause slain monsters to Coalesce Corruption to manifest powerful monsters.","","","","","","","","","","","","","","","","","","","",""
"1788937663-356","https://poe2db.tw/us/Keywords","Unique Map","","","","Contains a Unique Map layout which may contain specialised rewards.



Unique Maps cannot gain additional content, Essences, Shrines, or Strongboxes.","","","","","","","","","","","","","","","","","","","",""
"1788937663-357","https://poe2db.tw/us/Keywords","Hideout","","","","Contains a Hideout that can be fully cleared to unlock the Hideout for personal use.



All monsters in the area are at least Magic.","","","","","","","","","","","","","","","","","","","",""
"1788937663-358","https://poe2db.tw/us/Keywords","Wandering Trader","","","","Contains a Wandering Trader who may offer you powerful rewards.","","","","","","","","","","","","","","","","","","","",""
"1788937663-359","https://poe2db.tw/us/Keywords","Citadel","","","","There are three types of Citadels, each located in different cities throughout Wraeclast. 



Copper Citadels in Faridun Cities, Iron Citadels in Ezomyte Cities and Stone Citadels in Vaal Cities.



Complete one of each type of Citadel and collect their Crisis Fragments to gain access to The Burning Monolith.","","","","","","","","","","","","","","","","","","","",""
"1788937663-360","https://poe2db.tw/us/Keywords","Copper Citadel","","","","The Copper Citadel is an endgame area which can be accessed with a Tier 15 or above Waystone. The boss of this area will drop a Faded Crisis Fragment.



Increases to Waystone Drop Chance gives a chance for additional Crisis Fragments to drop.","","","","","","","","","","","","","","","","","","","",""
"1788937663-361","https://poe2db.tw/us/Keywords","Iron Citadel","","","","The Iron Citadel is an endgame area which can be accessed with a Tier 15 or above Waystone. The boss of this area will drop a Ancient Crisis Fragment.



Increases to Waystone Drop Chance gives a chance for additional Crisis Fragments to drop.","","","","","","","","","","","","","","","","","","","",""
"1788937663-362","https://poe2db.tw/us/Keywords","Stone Citadel","","","","The Stone Citadel is an endgame area which can be accessed with a Tier 15 or above Waystone. The boss of this area will drop a Weathered Crisis Fragment.



Increases to Waystone Drop Chance gives a chance for additional Crisis Fragments to drop.","","","","","","","","","","","","","","","","","","","",""
"1788937663-363","https://poe2db.tw/us/Keywords","The Burning Monolith","","","","The Burning Monolith houses the most dangerous foe in all of Wraeclast. 

Access to this foe requires three different Crisis Fragments from the Copper, Iron and Stone Citadels.","","","","","","","","","","","","","","","","","","","",""
"1788937663-364","https://poe2db.tw/us/Keywords","Map Node","","","","This represents a Map. A Waystone can be used to access it. 



If you fail to complete the Map, it may be attempted again but will not contain additional content, Essences, Shrines, or Strongboxes. It will not be Corrupted. Tablets cannot be used on failed Maps.



To complete a Map, defeat the Boss.","","","","","","","","","","","","","","","","","","","",""
"1788937663-365","https://poe2db.tw/us/Keywords","Cooldown Recovery Rate","","","","Cooldown Recovery Rate modifies the speed at which your Skill cooldowns are restored. For example, with 100% increased Cooldown Recovery Rate your Skill cooldowns will effectively be halved.



Cooldown Recovery Rate does not affect anything other than Skill cooldowns.","","","","","","","","","","","","","","","","","","","",""
"1788937663-366","https://poe2db.tw/us/Keywords","Jewels","","","","Jewels are items that can be socketed into Jewel Sockets on the Passive Skill Tree to grant bonuses. Basic Jewels simply grant you the listed stats, while some other kinds of Jewel can have more complicated effects, such as modifying other Passive Skills within a certain radius.","","","","","","","","","","","","","","","","","","","",""
"1788937663-367","https://poe2db.tw/us/Keywords","Iron Grip","","","","Gain no inherent bonus from Strength

1% increased Projectile Attack damage per 2 Strength","","","","","","","","","","","","","","","","","Projectile","","",""
"1788937663-368","https://poe2db.tw/us/Keywords","Iron Will","","","","Gain no inherent bonus from Strength

1% increased Spell damage per 2 Strength","","","","","","","","","","","","","","","Spell","","","","",""
"1788937663-369","https://poe2db.tw/us/Keywords","Soul Eater","","","","Eat the Souls of enemies that die in your Presence.



Each Soul grants 1% increased Skill Speed. You can have up to 50 eaten Souls, and lose a Soul every 0.5 seconds if you have not eaten one in the past 4 seconds.","","","","","","","","","","","","","","","","","","","",""
"1788937663-370","https://poe2db.tw/us/Keywords","Eaten Souls","","","","Each Soul eaten grants 1% increased Skill Speed. You can have up to 50 eaten Souls, and lose a Soul every 0.5 seconds if you have not eaten one in the past 4 seconds.","","","","","","","","","","","","","","","","","","","",""
"1788937663-371","https://poe2db.tw/us/Keywords","Leech","","","","Leech recovers an amount of Life, Mana, Energy Shield, or Rage over one second, usually as a result of Hitting an enemy and based on the damage of the Hit.



Only one instance of Leech for each resource can provide recovery at a time.","","","","","","","","","","","","","","","","","","","",""
"1788937663-372","https://poe2db.tw/us/Keywords","Historic Jewels","","","","You can only have one Historic Jewel socketed.","","","","","","","","","","","","","","","","","","","",""
"1788937663-373","https://poe2db.tw/us/Keywords","Catalysts","","","","Catalysts are Currency items that are exclusive drops from the Breach mechanic. Catalysts add Quality that affect certain modifiers on items. There are two categories of Catalyst, one that affects Jewellery and one that affects Jewels.","","","","","","","","","","","","","","","","","","","",""
"1788937663-374","https://poe2db.tw/us/Keywords","Omens","","","","Omens are Currency items that enable exclusive meta-crafting effects, allowing for more specialised crafting.","","","","","","","","","","","","","","","","","","","",""
"1788937663-375","https://poe2db.tw/us/Keywords","An Audience With The King","","","","An Audience with the King is an item that is an exclusive drop from the Ritual mechanic. This item allows you to access the Crux of Nothingness via the Realmgate.","","","","","","","","","","","","","","","","","","","",""
"1788937663-376","https://poe2db.tw/us/Keywords","Liquid Emotions","","","","Liquid Emotions are Currency items that are exclusive drops from the Delirium mechanic. Liquid Emotions allow you to instil an amulet with a Notable Passive Skill from the Passive Tree. Instilling a Notable Passive Skill which you have already allocated normally will not grant its effects a second time.","","","","","","","","","","","","","","","","","","","",""
"1788937663-377","https://poe2db.tw/us/Keywords","Ancient Liquid Emotions","","","","Ancient Liquid Emotions are a type of Liquid Emotion that applies specific modifiers to Time-Lost Jewels.","","","","","","","","","","","","","","","","","","","",""
"1788937663-378","https://poe2db.tw/us/Keywords","Corrupted Items","","","","Certain items can be found Corrupted or made Corrupted using a Vaal Orb, changing their properties unpredictably.

Most methods of item crafting and modification cannot be used on Corrupted items. There is no penalty for using Corrupted items.","","","","","","","","","","","","","","","","","","","",""
"1788937663-379","https://poe2db.tw/us/Keywords","Mirrored Items","","","","Certain items can be found Mirrored or made Mirrored using a Mirror of Kalandra.

Mirrored items are copies of an original item. Most methods of item crafting and modification cannot be used on Mirrored items.","","","","","","","","","","","","","","","","","","","",""
"1788937663-380","https://poe2db.tw/us/Keywords","Hexproof","","","","Hexproof means that you are Unaffected by Curses.","","","","","","","","","","","","","","","","","","","",""
"1788937663-381","https://poe2db.tw/us/Keywords","Runic Monsters","","","","Runic Monsters are powerful monsters encountered in Expeditions.



Runic Monsters are more commonly found by using explosives on larger Expedition markers.","","","","","","","","","","","","","","","","","","","",""
"1788937663-382","https://poe2db.tw/us/Keywords","Coalesced Corruption","","","","Monsters slain close together have a chance to merge together and manifest powerful Monsters.","","","","","","","","","","","","","","","","","","","",""
"1788937663-383","https://poe2db.tw/us/Keywords","Perfect Timing","","","","Certain Channelling skills have extra effects and benefits if released within a certain timing window while using the skill.

Certain support gems and items can modify the duration of that timing window.","","","","","","","","","","","","","","","","","","","",""
"1788937663-384","https://poe2db.tw/us/Keywords","Limit","","","","Certain skills can only have a limited number of effects active at once.

If a new effect is created while at the maximum number of effects, the oldest effect will dissapear.

Certain support gems and items can modify skill effect limits.","","","","","","","","","","","","","","","","","","","",""
"1788937663-385","https://poe2db.tw/us/Keywords","Monster Soul Eater","","","","Monsters with Soul Eater gain 1% increased Skill Speed and 1% less damage taken when a monster dies in their Presence, stacking up to 50 times. An eaten Soul is lost every 0.5 seconds if none have been eaten within the past 4 seconds.","","","","","","","","","","","","","","","","","","","",""
"1788937663-386","https://poe2db.tw/us/Keywords","Remnants","","","","Remnants are lingering objects in the world which are generally created by player Skills. Walking over a Remnant collects it to grant a bonus based on the type of Remnant. Remnants will generally disappear if not collected for some time.","","","","","","","","","","","","","","","","","","","",""
"1788937663-387","https://poe2db.tw/us/Keywords","Ascendancy Points","","","","Ascendancy Passive Skill Points can be allocated in your Ascendancy Skill Tree once you have chosen your Ascendancy. Your Ascendancy class is unlocked by completing any Ascension Trial. In order to change your Ascendancy, you must complete an Ascension Trial to the furthest extent you have successfully already done so, and then interact with the Ascendancy Altar while you have no Ascendancy Passive Skill Points currently assigned. Trialmaster and Balbala will offer the ability to refund passive points while in rooms with Ascendancy Altars to facilitate this.



You can obtain 4 sets of 2 Ascendancy Points for a total of 8 in the following ways:

Set 1 - Completing floor 1 of the Trial of the Sekhemas or completing the Trials of Chaos with at least 7 Trials

Set 2 - Completing floor 2 of the Trial of the Sekhemas or completing the Trials of Chaos

Set 3 - Completing floor 3 of the Trial of the Sekhemas or completing the Trials of Chaos with at least 10 Trials

Set 4 - Completing floor 4 of the Trial of the Sekhemas or completing the secret challenge behind the locked door in the Trials of Chaos","","","","","","","","","","","","","","","","","","","",""
"1788937663-388","https://poe2db.tw/us/Keywords","Honour Resistance","","","","You lose this much less Honour.

Maximum Honour Resistance is capped at 75% by default and cannot be higher than 90%.","","","","","","","","","","","","","","","","","","","",""
"1788937663-389","https://poe2db.tw/us/Keywords","Stage-Gaining Skills","","","","Skills can gain Stages passively or while attacking/casting them, depending on the Skill in question.



Stages gained for a given Skill apply to that instance of the Skill and will not carry over from one area to another.","","","","","","","","","","","","","","","","","","","",""
"1788937663-390","https://poe2db.tw/us/Keywords","Primed for Pin","","","","Normal enemies are Primed for Pin when they have at least 40% Pin buildup. Magic enemies are instead Primed at 50% buildup, Rare at 60%, and Unique at 70%.","","","","","","","","","","","","","","","","","","","",""
"1788937663-391","https://poe2db.tw/us/Keywords","Elemental Surges","","","","Elemental Surges are consumed when you use a non-Melee Projectile Attack to suffuse the Projectiles fired by that Attack, causing them to trigger a Surging Blast when they reach the end of their flight.



Your weapon can have a maximum of 6 of each type of Surge active by default. Surges last 15 seconds. Surges are specific to your current weapon, so do not affect non-weapon damage and are not carried over if you weapon swap.



Projectiles which Split or Fork do not gain the benefits of Surges.","","","","","","","","","","","","","","","","","Projectile","","",""
"1788937663-392","https://poe2db.tw/us/Keywords","Chaos Surge","","","","Chaos Surge behaves identically to Elemental Surges, but causes a Chaos blast.","","","","","","","","","","","","","","","","","","","",""
"1788937663-393","https://poe2db.tw/us/Keywords","Banner Skills","","","","Banner Skills generate Glory when you attack a Monster while it is activated. Glory generated corresponds to the Power of the Monster hit. Once at full Glory, the Banner can be placed to create powerful Buffing Areas.

Normally you have a limit of a single Banner placed at one time.","","","","","","","","","","","","","","","","","","","",""
"1788937663-394","https://poe2db.tw/us/Keywords","Conditional Usage","","","","Skills which are Conditional require some sort of condition to be met before they can be used. Combo is an example of this, but almost anything can be a condition, such as having to have killed a certain number of enemies Recently or having to have moved a certain distance.","","","","","","","","","","","","","","","","","","","",""
"1788937663-395","https://poe2db.tw/us/Keywords","Whirlwinds","","","","Whirlwinds Blind and Slow the movement speed of enemies within them.  If their creator crosses the edge of the Whirlwind it collapses, damaging and Knocking Back enemies caught inside. The collapse deals Melee damage.



Trying to create a Whirlwind that would overlap with an existing Whirlwind instead moves the existing Whirlwind and grants it a stage, making it larger and more damaging.



A Whirlwind that overlaps an allied Elemental Ground Surface takes on that element, gaining 50% of damage as the corresponding type and applying the Ground Surface's debuff to enemies inside the Whirlwind for 8 seconds.","","","","","","","","","","","Slow","","","","","","","","",""
"1788937663-396","https://poe2db.tw/us/Keywords","Volatility","","","","Volatility explodes after 4 seconds, dealing 100 Physical Damage to you per Volatility. For 10 seconds after explosion, you will gain Volatile Power, Gaining 1% of Damage as Chaos for each Volatility which exploded. The explosion timer will reset on gaining another stack of Volatility.



Volatility can be gained once every 0.1 seconds, and the default maximum for Volatility stacks on you at once is 200.","","","","","","","","","","","","","","","","","","","",""
"1788937663-397","https://poe2db.tw/us/Keywords","Bloodstained","","","","While Bleeding enemies build up Bloodstained, gaining the Bloodstained Debuff after Bleeding for a total of 6 seconds. Bloodstained builds up 100% faster if the Bleeding enemy is moving or the Bleeding is Aggravated.



Certain skills allow you to view the Bloodstained Debuff on enemies and can consume the Debuff for powerful effects.","","","","","","Bleeding","","","Debuff","","","","","","","","","","",""
"1788937663-398","https://poe2db.tw/us/Keywords","Revealing Weaknesses","","","","Revealed Weaknesses are highlighted on enemy Life bars, and occupy a total of 45% of their maximum Life (but in random segments). While the enemy's current Life is within a highlighted segment, they are considered to have an Open Weakness.","","","","","","","","","","","","","","","","","","","",""
"1788937663-399","https://poe2db.tw/us/Keywords","Affinity","","","","Affinity is a buff granted by the Trinity skill. There are three types of Affinity: Fire, Cold and Lightning. You can have a maximum of 100 of each type of Affinity.



You lose 10 Affinity per second of specific types if you haven't gained Affinity of that type in the past 8 seconds.","","","","","","","","","","","","","","","","","","","",""
"1788937663-400","https://poe2db.tw/us/Keywords","Incision","","","","Incision is a Debuff which causes the affected target to gain increasingly higher chance to be inflicted with Bleeding when Hit. All Incision stacks are removed when Bleeding is inflicted.



Each stack of Incision applies 10% chance to be inflicted with Bleeding when Hit. A maximum of 10 Incision stacks can be present on a target at once.","","","","","","Bleeding","","","","","","","","","","","","","",""
"1788937663-401","https://poe2db.tw/us/Keywords","Retaliate with Thorns","","","","Retaliating specifically refers only to the inherent ability to deal Thorns damage to enemies when they Hit you.



Some effects may cause you to deal Thorns damage in other ways, but those are not Retaliation, and effects which specifically care about when you Retaliate will ignore them.","","","","","","","","","","","","","","","","","","","",""
"1788937663-402","https://poe2db.tw/us/Keywords","Companions","","","","Companions are a type of Reviving Minion that are more complex and powerful than typical Minions. By default you can only have one Companion of any type summoned at a time.","","","","","","","","","","","","","","","","","","","Minion",""
"1788937663-403","https://poe2db.tw/us/Keywords","Monster Category","","","","Every Monster has exactly one Monster Category. These are Humanoid, Beast, Undead, Construct, Demon and Eldritch.



Certain Skills interact with specific Monster Categories.","","","","","","","","","","","","","","","","","","","",""
"1788937663-404","https://poe2db.tw/us/Keywords","Hobble","","","Evasion","Hobbling a target lowers their Evasion by a specified amount. If this brings that target's Evasion value to 0, they are fully Hobbled for 12 seconds.



Hobble from Players lowers Evasion by 3 times as much against Normal Monsters and 2 times as much against Magic Monsters.","","","","","","","","","","","","","","","","","","","",""
"1788937663-405","https://poe2db.tw/us/Keywords","Hazards","","","","Hazards are objects created in the world (usually by some player skill) and which are destroyed when traversed by an enemy, dealing damage and/or applying some effect to the enemy which triggered the Hazard.","","","","","","","","","","","","","","","","","","","",""
"1788937663-406","https://poe2db.tw/us/Keywords","Unholy Might","","","","Unholy Might is a Buff that grants 30% of all damage as extra Chaos Damage.","","","","","","","","","","","","","","","","","","","",""
"1788937663-407","https://poe2db.tw/us/Keywords","Impale","","Magnitude","","Impale is a Debuff inflicted by Hits, which stores 30% of the Pre-mitigation Physical Hit damage of the Impaling hit as its Magnitude.



Subsequent Attack Hits against Impaled targets will Extract the Impale debuff. When this occurs, the Magnitude of the Impale is added to the Pre-mitigation Physical damage of that attack hit.



A maximum of 60 Impale Debuffs can be present on a target at once. If multiple Impales are present on a target, each Attack's Hit only Extracts and benefits from the strongest one of them.","","","","","","","Attack's","","Debuff","","","","","","","","","","",""
"1788937663-408","https://poe2db.tw/us/Keywords","Blood Loss","","","","All Physical damage over time taken by a target (including Bleeding) is accumulated as Blood Loss.","","","","","","Bleeding","","","","","","","","","","","","","",""
"1788937663-409","https://poe2db.tw/us/Keywords","Perfection Buff","","","","Perfection lasts for 10 seconds and can stack up to 4 times, granting 5% more Damage per stack. This Damage bonus is not limited to Skills Supported by Perfection Support.



Failing to successfully execute any Perfect Timing will remove all Perfection stacks on you.","","","","","","","","","","","","","","","","","","","",""
"1788937663-410","https://poe2db.tw/us/Keywords","Killing Blow","","","","A Killing Blow is any Hit Damage which successfully reduces a target to zero Life, killing them. Damage over time cannot cause Killing Blows.","","","","","","","","","","","","","","","","","","","",""
"1788937663-411","https://poe2db.tw/us/Keywords","Bifurcated Critical Hits","","","","Hits with this weapon roll against their Critical Hit chance twice when determining if they are a Critical Hit.



If either roll succeeds, the hit will be a Critical Hit, and thus the Critical Damage Bonus will apply as normal.



If both rolls succeed, the hit will be a Critical Hit, and the Critical Damage Bonus will apply twice to that Hit.



If a modifier makes your Critical Hit Chance Lucky, that Luck will apply individually to both of these rolls.","","","","","","","","","","","","","","","","","","","",""
"1788937663-412","https://poe2db.tw/us/Keywords","Pre-mitigation Damage","","","","Your Pre-mitigation Damage is the damage of your hits after all your modifiers to damage have been applied, but before the target's mitigation, such as Armour, Resistances or Blocking, prevents any of that damage.



The target's modifiers to Damage taken apply after their mitigation, so Pre-mitigation Damage also does not include the effects of those modifiers. However, modifiers that cause the target to take damage as a different Type occur before mitigating the damage, so are included in Pre-mitigation Damage.","","","Type","","","","","Armour","","","","","","","","","","","",""
"1788937663-413","https://poe2db.tw/us/Keywords","Easy Target","","","","Easy Target is a Debuff which causes the next Projectile Attack Hit against the affected target to deal increased Damage, at which point the Debuff is consumed.","","","","","","","","","Debuff","","","","","","","","Projectile","","",""
"1788937663-414","https://poe2db.tw/us/Keywords","Expected Knockback","","","","The Expected Knockback distance is the distance a target would be Knocked Back were there nothing impeding that Knockback, such as terrain, other entities, or other mitigating circumstances.","","","","","","","","","","","","","","","","","","","",""
"1788937663-415","https://poe2db.tw/us/Keywords","Rogue Exile","","","","Rogue Exiles are dangerous foes that wander Wraeclast and Maps. 

They have access to the same Skills, Items, and Uniques that you do. This can make them very formidable opponents - however, if they can be defeated they will drop a full set of gear, including any Unique equipment that they were using in combat.

If any Rogue Exile manages to defeat you, they will portal away, taking their equipment with them.","","","","","","","","","","","","","","","","","","","",""
"1788937663-416","https://poe2db.tw/us/Keywords","Azmeri Spirit","","","","Azmeri Spirits are the spirits of various Azmeri Animal Guardians.



Azmeri Spirits appear as wisps that flee as you approach them. Normal or Magic Monsters the Spirit comes into contact with become Spirit-Influenced, while Rare or Unique monsters will be Possessed.



Spirit-Influenced or Possessed monsters are stronger and more rewarding. Possession's bonuses are more effective for each monster the Spirit has Influenced.","","","","","","","","","","","","","","","","","","","",""
"1788937663-417","https://poe2db.tw/us/Keywords","Possessed","","","","A Possessed monster is a Rare or Unique monster that has had an Azmeri Spirit enter and empower them. The possessed monster is empowered by the spirit and gains bonuses depending on the type of Spirit that possessed them. Occasionally the possessed monster will summon spiritual animals depending on the type of Animal Spirit they represent.

Possessed monsters are more rewarding depending on how many Spirit-Influenced monsters were defeated leading up to possession.","","","","","","","","","","","","","","","","","","","",""
"1788937663-418","https://poe2db.tw/us/Keywords","Spirit-Influenced","","","","A Spirit-Influenced monster is a Normal or Magic monster that has been passed through by an Azmeri Spirit. These monsters are empowered by the spirit and gain bonuses depending on the type of Spirit that passed through them. 

Defeating Spirit-Influenced monsters makes the resulting Possessed monster more rewarding.","","","","","","","","","","","","","","","","","","","",""
"1788937663-419","https://poe2db.tw/us/Keywords","Extra Content","","","","Random Extra Content is Shrines, Strongboxes, Essences, Rogue Exiles, Azmeri Spirits and Summoning Circles.","","","","","","","","","","","","","","","","","","","",""
"1788937663-420","https://poe2db.tw/us/Keywords","Seeking Shrine","","","","Seeking Shrines grant increased Rarity of Items Found.","","","","","","","","","","","","","","","","","","","",""
"1788937663-421","https://poe2db.tw/us/Keywords","Enlightening Shrine","","","","Enlightening Shrines cause you to gain increased Experience.","","","","","","","","","","","","","","","","","","","",""
"1788937663-422","https://poe2db.tw/us/Keywords","Gloom Shrine","","","","Gloom Shrines cause you to Gain Damage as Extra Chaos Damage and slain enemies can explode dealing Chaos Damage based on their maximum Life.","","","","","","","","","","","","","","","","","","","",""
"1788937663-423","https://poe2db.tw/us/Keywords","Greed Shrine","","","","Greed Shrines cause item drops to be converted to Gold and monsters to drop increased Gold.","","","","","","","","","","","","","","","","","","","",""
"1788937663-424","https://poe2db.tw/us/Keywords","Cartographer's Strongbox","","","","Cartographer's Strongboxes drop Waystones.","","","","","","","","","","","","","","","","","","","",""
"1788937663-425","https://poe2db.tw/us/Keywords","Researcher's Strongbox","","","","Researcher's Strongboxes drop Currency items.","","","","","","","","","","","","","","","","","","","",""
"1788937663-426","https://poe2db.tw/us/Keywords","Ornate Strongbox","","","","Ornate Strongboxes have improved dropped Item Rarity.","","","","","","","","","","","","","","","","","","","",""
"1788937663-427","https://poe2db.tw/us/Keywords","Basic Strongbox","","","","Basic Strongboxes are specifically named ""Strongbox"" and drop random items.","","","","","","","","","","","","","","","","","","","",""
"1788937663-428","https://poe2db.tw/us/Keywords","Effective Chance","","","","Some effects manipulate how random chances are rolled in ways that affect the result without changing the stated chance for the effect, such as a chance being Lucky causing it to be rolled twice and use the better result, or an effect skipping the roll entirely to force something to succeed or fail. The Effective chance is the real chance to get a specific result, accounting for all such roll-manipulating effects.



For example, if you had a Critical Hit chance of 20%, and your Critical Hit chance was Lucky, you would have an Effective Critical Hit chance of 36%, which is the chance that at least one of the two 20% rolls succeeds.","","","","","","","","","","","","","","","","","","","",""
"1788937663-429","https://poe2db.tw/us/Keywords","Crimson Assault","","","","Bleeding you inflict is Aggravated

Base Bleeding Duration is 1 second

50% more Magnitude of Bleeding you inflict","","","","","","Bleeding","","","","","","","","","","","","","",""
"1788937663-430","https://poe2db.tw/us/Keywords","Equipped","","","","Weapon, Armour, Belt, and Jewellery Items are Equipped to the character in the Inventory Panel. Flasks, Skill Gems, and Jewels are never considered to be Equipped.","","","","","","","","","","","","","","","","","","","",""
"1788937663-431","https://poe2db.tw/us/Keywords","Jewellery","","","","Amulets and Rings are considered Jewellery","","","","","","","","","","","","","","","","","","","",""
"1788937663-432","https://poe2db.tw/us/Keywords","Equipment","","","","Equipment are items that can be Equipped","","","","","","","","","","","","","","","","","","","",""
"1788937663-433","https://poe2db.tw/us/Keywords","Only Minimum or Maximum Damage","","","","Hits from a weapon or skill with this property will not roll a random value between the minimum or maximum damage value, but instead will always roll either the minimum value or the maximum value, with a 50% chance for each.



Each Damage Type has its damage value rolled separately, so if the hit deals multiple types of damage, some types may roll the maximum while others roll minimum.



If the damage rolls are Lucky, that will still apply, make this roll twice and picking the maximum if either roll had that result, only picking minimum damage if both rolls selected minimum. Unlucky damage rolls will prefer minimum damage in the same way.","","","Damage Type","","","","","","","","","","","","","","","","",""
"1788937663-434","https://poe2db.tw/us/Keywords","Trusted Kinship","","","","You can have two Companions of different types

30% more Reservation Efficiency of Companion Skills

20% less Reservation Efficiency of non-Companion Skills","","","","","","","","","","","","","","","","","","","",""
"1788937663-435","https://poe2db.tw/us/Keywords","Damage Absorption","","","","Absorption effects include Guard, Encased in Jade and Sorcery Ward.","","","","","","","","","","","","","","","","","","","",""
"1788937663-436","https://poe2db.tw/us/Keywords","Parry","","","","Parry is a Skill granted by Bucklers, [Targe|Targes] and dual wielded Swords that allows you to Block and retaliate against an enemy Hit, leaving them off balance and inflicting the Parried Debuff.","","","","","","","","","","","","","","","","Bucklers","","","",""
"1788937663-437","https://poe2db.tw/us/Keywords","Parried","","","Evade","Enemies you Parry with a Buckler take more Attack Damage and cannot Evade Attacks for a duration.","","","","","","","","","","","","","","","","Buckler","","","",""
"1788937663-438","https://poe2db.tw/us/Keywords","Everlasting Sacrifice","","","","When you reach full Energy Shield, Sacrifice all Energy Shield to gain +5% to all Maximum Resistances for 4 seconds","","","","","","","","","","","","","Energy Shield","","","","","","",""
"1788937663-439","https://poe2db.tw/us/Keywords","Aggravating any Bleeding","","Aggravated","","This effect will occur when a hit with the weapon directly causes at least one Bleeding Debuff on the target to become Aggravated.



It will not occur if an on-hit effect tries to Aggravate Bleeding but there are no Bleeding Debuffs on the target to Aggravate, or all of them are already Aggravated, since no Bleeding Debuffs will be Aggravated by that hit.","","","","","","Bleeding","","","Debuff","","","","","","","","","","",""
"1788937663-440","https://poe2db.tw/us/Keywords","Detonation Time","","","","Skills with a Detonation Time Detonate once this time has elapsed. This time is not affected by duration modifiers.","","","","","","","","","","","","","","","","","","","",""
"1788937663-441","https://poe2db.tw/us/Keywords","Waystone Tier Progression","","","","Only the Final Powerful Map Boss in a Map Area has a chance to drop a Waystone of a higher tier than the tier of that Map Area.



The chance diminishes the higher the tier of the Waystone used to the create the Map Area, but can be increased again by adding modifiers to Waystones, additional modifiers on Waystones can give increased chance for Waystones to drop in the Map Areas they create.","","","","","","","","","","","","","","","","","","","",""
"1788937663-442","https://poe2db.tw/us/Keywords","Map Objective Waystone Drops","","","","The final Rare Monster slain in a Map Area has a chance to drop a Waystone equal to the tier of the Waystone used to create that Map Area. 



The chance diminishes the tier of the Waystone used to the create the Map Area, but can be increased again by adding modifiers to Waystones, additional modifiers on Waystones can give increased chance for Waystones to drop in the Map Areas they create.","","","","","","","","","","","","","","","","","","","",""
"1788937663-443","https://poe2db.tw/us/Keywords","Corrupted Nexus","","","","A Corrupted Nexus is the source of immense corruption, guarded by a powerful Corrupted Boss.","","","","","","","","","","","","","","","","","","","",""
"1788937663-444","https://poe2db.tw/us/Keywords","Corrupted Boss","","","","Each Corrupted Nexus is guarded by a powerful Corrupted Boss. Defeat the Corrupted Boss to cleanse the Nexus.","","","","","","","","","","","","","","","","","","","",""
"1788937663-445","https://poe2db.tw/us/Keywords","Irradiated","","","","Irradiated Areas have +1 to Monster Level","","","","","","","","","","","","","","","","","","","",""
"1788937663-446","https://poe2db.tw/us/Keywords","Retaliate against all Hits","","","","This allows your Thorns to Retaliate against any kind of Hit dealt to you by enemies, rather than just Melee Attacks, except that you can never Retaliate against the enemy's Thorns damage.","","","","","","","","","","","","","","","","","","","",""
"1788937663-447","https://poe2db.tw/us/Keywords","Take Mana Costs as Damage","","","","Upfront Costs will result in taking the damage all at once as a Hit.



A per-second costs will instead result in taking Damage per second, which is damage over time, and thus not a Hit.","","","","","","","","","","","","","","","","","","","",""
"1788937663-448","https://poe2db.tw/us/Keywords","Upfront Costs","","","","An upfront cost is one that lists just an amount of resource to pay, rather than a per-second rate to pay at.



""3 Mana"" is an Upfront Cost, while ""3 Mana per second"" is not.","","","","","","","","","","","","","","","","","","","",""
"1788937663-449","https://poe2db.tw/us/Keywords","Account Bound","","","","Account Bound items cannot be traded to other players, but can be shared between other characters on your account.","","","","","","","","","","","","","","","","","","","",""
"1788937663-450","https://poe2db.tw/us/Keywords","Essence of Delirium","","","","A monster empowered by an Essence of Delirium will periodically summon the demons that lay behind the Delirium Mirror.","","","","","","","","","","","","","","","","","","","",""
"1788937663-451","https://poe2db.tw/us/Keywords","Cleansed","","","","The Corruption in this area has been Cleansed, which may add an additional modifier to the area.



Cleansed areas also contain monsters twisted by the disruption of power in the area.","","","","","","","","","","","","","","","","","","","",""
"1788937663-452","https://poe2db.tw/us/Keywords","Delirious Players","","","","Delirious players are assaulted by illusions, making combat more difficult. Higher delirium causes monsters to deal more damage and have additional Toughness. It can also cause additional monsters to appear or can grant additional modifiers to existing monsters. Monster item drops are improved by higher delirium.



Maps within Fog Banks gain Deliriousness as Map Bosses, Rare Monsters or Unique Monsters are killed.","","","","","","","","","","","","","","","","","","","",""
