web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,image,image2
"1788937524-119","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Phased Form","Ascendancy: Chronomancer","","","","","30","Take 30% less Damage","30","4 seconds after being Damaged by an Enemy Hit, take Damage equal to 30% of that Hit's Damage","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Temporalist/TemporalistFasterRecoup.webp",""
"1788937524-120","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Now and Again","Ascendancy: Chronomancer","","Repeat","","","20","Cascadable Spells have 20% chance to Echo","20","Repeatable Spells have 20% chance to Repeat","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","Spells","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Temporalist/TemporalistChanceSkillNoCooldownSkill.webp",""
"1788937524-121","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Unbound Encore","Ascendancy: Chronomancer","Time Snap","","","","","Grants Skill: Time Snap","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Temporalist/TemporalistGrantsReloadCooldownsSkill.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressTemporalistReloadCooldown.webp"
"1788937524-122","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Apex of the Moment","Ascendancy: Chronomancer","","","","","20","Enemies in your Presence are Slowed by 20%","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","Presence","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Temporalist/TemporalistNearbyEnemiesProjectilesSlowed.webp",""
"1788937524-123","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Quicksand Hourglass","Ascendancy: Chronomancer","","","","","","Grants Sands of Time","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Temporalist/TemporalistGainMoreCastSpeed8Seconds.webp",""
"1788937524-124","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Sacred Rituals","Ascendancy: Disciple of Varashta","","","","","60","60% of your current Energy Shield is added to your Armour for
determining your Physical Damage Reduction from Armour","","","","","","","","","","Armour","","","","Character: Sorceress","","","","","","","","","","","","Energy Shield","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/EnergyShieldPhyDmgReduction.webp",""
"1788937524-125","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","The Fourth Teaching","Ascendancy: Disciple of Varashta","","","","","1","-1 second to base Energy Shield Recharge delay","40","40% more Energy Shield Recharge Rate while on Low Energy Shield","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/MoreEnergyShieldRechargeRate.webp",""
"1788937524-126","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Varashta's Intuition","Ascendancy: Disciple of Varashta","","","","","100","100% of Elemental Damage is taken from Mana before Life","","","","","","","","","","","","","","Character: Sorceress","","","Elemental Damage","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/ElementalDamageTakenFromMana.webp",""
"1788937524-127","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Instruments of Power","Ascendancy: Disciple of Varashta","","","","","","You can equip a Focus while wielding a Staff","50","50% reduced bonuses gained from Equipped Focus","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/FocusStaff.webp",""
"1788937524-128","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Baryanic Leylines","Ascendancy: Disciple of Varashta","","","","","40","Non-Unique Time-Lost Jewels have 40% increased radius","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/TimelostJewelsLargerRadius.webp",""
"1788937524-129","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Barya of Navira","Ascendancy: Disciple of Varashta","Navira, the Last Mirage","","","","","Grants Skill: Navira, the Last Mirage","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/SummonWaterDjinn.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressSummonWaterDjinn.webp"
"1788937524-130","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Barya of Kelari","Ascendancy: Disciple of Varashta","Kelari, the Tainted Sands","","","","","Grants Skill: Kelari, the Tainted Sands","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/SummonSandDjinn.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressSummonSandDjinn.webp"
"1788937524-131","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Barya of Ruzhan","Ascendancy: Disciple of Varashta","Ruzhan, the Blazing Sword","","","","","Grants Skill: Ruzhan, the Blazing Sword","ascendancy enable fire djinn passive [1]","ascendancy enable fire djinn passive [1]","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/SummonFireDjinn.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressSummonFireDjinn.webp"
"1788937524-132","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Navira's Fracturing","Ascendancy: Disciple of Varashta","Navira's Fracturing","","","","","Grants Skill: Navira's Fracturing","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/WaterDjinnChiilldedGroundBurst.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788937524-133","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Navira's Well","Ascendancy: Disciple of Varashta","Navira's Well","","","","","Grants Skill: Navira's Well","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/WaterDjinnESRechargeCommand.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788937524-134","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Navira's Oasis","Ascendancy: Disciple of Varashta","Navira's Oasis","","","","","Grants Skill: Navira's Oasis","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/WaterDjinnCommandOasis.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788937524-135","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Kelari's Deception","Ascendancy: Disciple of Varashta","Kelari's Deception","","","","","Grants Skill: Kelari's Deception","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/SandDjinnExplosiveTeleport.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788937524-136","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Kelari's Judgment","Ascendancy: Disciple of Varashta","Kelari's Judgment","","","","","Grants Skill: Kelari's Judgment","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/SandDjinnDaggerslamSkill.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788937524-137","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Kelari's Malediction","Ascendancy: Disciple of Varashta","Kelari's Malediction","","","","","Grants Skill: Kelari's Malediction","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/SandDjinnCorpseBeetles.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressSandDjinnCorpseBeetles.webp"
"1788937524-138","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Ruzhan's Trap","Ascendancy: Disciple of Varashta","Ruzhan's Trap","","","","","Grants Skill: Ruzhan's Trap","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/FireDjinnFlameRunes.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788937524-139","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Ruzhan's Reckoning","Ascendancy: Disciple of Varashta","Ruzhan's Reckoning","","","","","Grants Skill: Ruzhan's Reckoning","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/FireDjinnMeteoricSlam.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788937524-140","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Ruzhan's Fury","Ascendancy: Disciple of Varashta","Ruzhan's Fury","","","","","Grants Skill: Ruzhan's Fury","","","","","","","","","","","","","","Character: Sorceress","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DiscipleoftheDjinn/FireDjinnEmberSlash.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788937524-141","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","A Solid Plan","Ascendancy: Tactician","","","","Reservation","50","Persistent Buffs have 50% less Reservation","","","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Tactician/TacticianLessSpiritCostBuff.webp",""
"1788937524-142","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Watch How I Do It","Ascendancy: Tactician","","","","","25","Allies in your Presence gain added Attack Damage equal
to 25% of your main hand Weapon's damage","","","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","Presence","","Allies","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Tactician/TacticianAlliesGainAttack.webp",""
"1788937524-143","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Whoever Pays Best","Ascendancy: Tactician","","","","","5","Banners gain 5 Glory per second","","There is no Limit on the number of Banners you can place","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Tactician/TacticianMultipleBanners.webp",""
"1788937524-144","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Suppressing Fire","Ascendancy: Tactician","","","","","40","40% more Immobilisation buildup","","","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Tactician/TacticianProjectileBuildsPin.webp",""
"1788937524-145","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Right Where We Want Them","Ascendancy: Tactician","","","","","","Projectile Damage builds Pin","","Pinned enemies cannot perform actions","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Tactician/TacticianPinnedEnemiesCannotAct.webp",""
"1788937524-146","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Polish That Gear","Ascendancy: Tactician","","Ailment Threshold","","","20","Gain Deflection Rating equal to 20% of Armour","100","Gain 100% of Evasion Rating as extra Ailment Threshold","","","","","","","","Armour","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Tactician/TacticianGainStunThresholdArmour.webp",""
"1788937524-147","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Stay Light, Use Cover","Ascendancy: Tactician","","","","","","Defend with 200% of Armour","","Enemies have an Accuracy Penalty against you based on Distance","","Maximum Chance to Evade is 50%","","","","","","Armour","","","","Character: Mercenary","","","","Physical Damage","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Tactician/TacticianEvasionArmourHigher.webp",""
"1788937524-148","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Cannons, Ready!","Ascendancy: Tactician","","","Projectile","","+1","+1 to maximum number of Summoned Totems","30","Skills used by Totems have 30% more Skill Speed","","Totems only use Skills when you fire an Attack Projectile","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","is focused totem [1]","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Tactician/TacticianTotems.webp",""
"1788937524-149","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Unleash Hell!","Ascendancy: Tactician","Supporting Fire","","","","","Grants Skill: Supporting Fire","","","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Tactician/TacticianDeathFromAboveCommand.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/TacticianDeathFromAboveSkillIcon.webp"
"1788937524-150","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Strategic Embankments","Ascendancy: Tactician","","","","","","Totems you place grant Embankment Auras","","","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Tactician/TacticianTotemAura.webp",""
"1788937524-151","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Pitiless Killer","Ascendancy: Witchhunter","","","","","","Culling Strike","","","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterCullingStrike.webp",""
"1788937524-152","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Judge, Jury, and Executioner","Ascendancy: Witchhunter","","","","","","Decimating Strike","","","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterRemovePercentageFullLifeEnemies.webp",""
"1788937524-153","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Witchbane","Ascendancy: Witchhunter","","","","","30","Enemies have Maximum Concentration equal to 30% of their Maximum Life","100","Break enemy Concentration on Hit equal to 100% of Damage Dealt","10","Enemies regain 10% of Concentration every second if they haven't lost Concentration in the past 5 seconds","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","focus decay delay ms [5000]","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterDrainMonsterFocus.webp",""
"1788937524-154","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","No Mercy","Ascendancy: Witchhunter","","","","","40","Deal up to 40% more Damage to Enemies based on their missing Concentration","","","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterDamageMonsterMissingFocus.webp",""
"1788937524-155","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Obsessive Rituals","Ascendancy: Witchhunter","Sorcery Ward","","","","","Grants Skill: Sorcery Ward","50","50% less Armour and Evasion Rating","","","","","","","","Armour","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterArmourEvasionConvertedSpellAegis.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WitchunterSpellAegis.webp"
"1788937524-156","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Ceremonial Ablution","Ascendancy: Witchhunter","","","","","","Sorcery Ward's Barrier can also take Physical and Chaos Damage from Hits","","","","","","","","","","","","","","Character: Mercenary","","","","Physical","","","","","","","Chaos","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterStrongerSpellAegis.webp",""
"1788937524-157","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Zealous Inquisition","Ascendancy: Witchhunter","","","","","10","10% chance for Enemies you Kill to Explode, dealing 100%
of their maximum Life as Physical Damage
Chance is doubled against Undead and Demons","","","","","","","","","","","","","","Character: Mercenary","","","","Physical","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterMonsterHolyExplosion.webp",""
"1788937524-158","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Weapon Master","Ascendancy: Witchhunter","","","","","","100 Passive Skill Points become Weapon Set Skill Points","","","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Witchhunter/WitchunterSpecPoints.webp",""
"1788937524-159","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Essence of Virtue","Ascendancy: Gemling Legionnaire","Virtuous Barrier","","","","","Grants Skill: Virtuous Barrier","base maximum number of gemling barrier stacks [3]","base maximum number of gemling barrier stacks [3]","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Gemling/GemlingBarrier.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/GemBarrier.webp"
"1788937524-160","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Implanted Gems","Ascendancy: Gemling Legionnaire","","","","","","","","","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Gemling/GemlingLevelAllSkillGems.webp",""
"1788937524-161","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Gem Studded","Ascendancy: Gemling Legionnaire","","","","","30","For each colour of Socketed Support Gem that is most numerous, gain:
•Red: Hits against you have no Critical Damage Bonus
•Blue: Skills have 30% less cost
•Green: 40% less Movement Speed Penalty from using Skills while Moving","","","","","","","","","","","","","","Character: Mercenary","","","","","","","","Critical Damage Bonus","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Gemling/GemlingSameSupportMultipleTimes.webp",""
"1788937524-162","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Advanced Thaumaturgy","Ascendancy: Gemling Legionnaire","","","","","","Gem Quality grants Socketed Skills an additional effect","","","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Gemling/GemlingSkillsAdditionalSupport.webp",""
"1788937524-163","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Enhanced Effectiveness","Ascendancy: Gemling Legionnaire","","","","","20","20% less Attributes","","Inherent bonuses gained from Attributes are doubled","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Gemling/GemlingInherentBonusesFromAttributesDouble.webp",""
"1788937524-164","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Adaptive Capability","Ascendancy: Gemling Legionnaire","","","","","","Attribute Requirements of Gems can be satisified by your highest Attribute","","","","","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Gemling/GemlingHighestAttributeSatisfiesGemRequirements.webp",""
"1788937524-165","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Integrated Efficiency","Ascendancy: Gemling Legionnaire","","Support Gem","Support Gem","","20","Skills deal 20% increased Damage per Connected Red Support Gem","20","Skills have 20% increased Critical Hit Chance per Connected Blue Support Gem","6","Skills have 6% increased Skill Speed per Connected Green Support Gem","","","","","","","","","","Character: Mercenary","","","","","","","","","Critical Hit Chance","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Gemling/GemlingBuffSkillsReserveLessSpirit.webp",""
"1788937524-166","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Thaumaturgical Infusion","Ascendancy: Gemling Legionnaire","","","","","3","+1% to Maximum Cold Resistance per 3 Blue Support Gems Socketed","3","+1% to Maximum Fire Resistance per 3 Red Support Gems Socketed","3","+1% to Maximum Lightning Resistance per 3 Green Support Gems Socketed","","","","","","","","","","Character: Mercenary","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Gemling/GemlingMaxElementalResistanceSupportColour.webp",""
"1788937524-167","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Entwined Realities","Ascendancy: Oracle","","","","","","Non-Keystone Passive Skills in Medium Radius of allocated Keystone Passive Skills can be allocated without being connected to your tree","","","","","","","","","","","","","","Character: Druid","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Oracle/OraclePassiveTreeAllocation.webp",""
"1788937524-168","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","The Unseen Path","Ascendancy: Oracle","","","","","","Walk the Paths Not Taken","","","","","","","","","","","","","","Character: Druid","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Oracle/OracleDiffChoices.webp",""
"1788937524-169","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Harmony Within","Ascendancy: Oracle","","","","","","Hit damage is taken from Mana before Life if your current Mana is higher than your current Life","15","15% less maximum Life","15","15% less maximum Mana","","","","","","","","","","Character: Druid","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Oracle/OracleLifeManaHits.webp",""
"1788937524-170","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Converging Paths","Ascendancy: Oracle","Moment of Vulnerability","","","","","Grants Skill: Moment of Vulnerability","","","","","","","","","","","","","","Character: Druid","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Oracle/OracleRipFromTime.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DruidOracleRipFromTimeSkill.webp"
"1788937524-171","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Fateful Vision","Ascendancy: Oracle","Align Fate","","","","","Grants Skill: Align Fate","","","","","","","","","","","","","","Character: Druid","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Oracle/OracleSpellFlux.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/DruidOracleSpellfluxSkill.webp"
"1788937524-172","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Unnamed Heartwood","Ascendancy: Oracle","","","","","+1","+1 to maximum number of Summoned Totems","6","Totems die 6 seconds after their Life is reduced to 0","","","","","","","","","","","","Character: Druid","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Oracle/OracleTotemLimit.webp",""
"1788937524-173","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","The Lesser Harm","Ascendancy: Oracle","","","","","","Enemy Critical Hit Chance against you is Unlucky","","Damage of Enemies Hitting you is Unlucky","","","","","","","","","","","","Character: Druid","","","","","","","","","Critical Hit Chance","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Oracle/OracleEnemiesActionsUnlucky.webp",""
"1788937524-174","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Forced Outcome","Ascendancy: Oracle","","","","","","Inevitable Critical Hits","","","","","","","","","","","","","","Character: Druid","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Oracle/OracleRerollingCrit.webp",""
"1788937524-175","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Turning of the Seasons","Ascendancy: Shaman","","","","","","Enemies in your Presence have Exposure","10","Gain 10% of Damage as Extra Damage of a random Element","","","","","","","","","","","","Character: Druid","","","Element","","","","","","","","","","","","","","Presence","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Shaman/ShamanPickEleDmg.webp",""
"1788937524-176","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Bringer of the Apocalypse","Ascendancy: Shaman","Apocalypse","","","","","Grants Skill: Apocalypse","","","","","","","","","","","","","","Character: Druid","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Shaman/ShamanUnleashTheElements.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/DruidShamanUnleashtheElementsSkill.webp"
"1788937524-177","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Druidic Champion","Ascendancy: Shaman","","","","","1","Every 2 Rage also grants 1% more Spell damage","","","","","","","","","","","","","","Character: Druid","","","","","","","","","","","","","","","Spell","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Shaman/ShamanRageAffectsSpells.webp",""
"1788937524-178","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Reactive Growth","Ascendancy: Shaman","","Hit","","","10","10% less Elemental Damage taken","1","Adapt 1 times to the highest Elemental Damage Type of each Hit you take","10","10% less Damage taken of each Elemental Damage Type per matching Adaptation","","","","","","","","","","Character: Druid","","","Elemental Damage","","","","","","","","","","","","","","","","","","base max adaptations [3]","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Shaman/ShamanAdaptToElements.webp",""
"1788937524-179","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Avatar of Evolution","Ascendancy: Shaman","","","","","5","5% of Physical Damage taken as Fire Damage","5","5% of Physical Damage taken as Lightning Damage","5","5% of Physical Damage taken as Cold Damage","","","","","","","","","","Character: Druid","","","","Physical","","","","","","","","","","","","","","","","","5","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Shaman/ShamanEvenMoreAdaptation.webp",""
"1788937524-180","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Furious Wellspring","Ascendancy: Shaman","","","","","","No Inherent loss of Rage","6","Regenerate 6% of your maximum Rage per second","","Increases and Reductions to Mana Regeneration Rate also apply to Rage Regeneration Rate","","","","","","","","","","Character: Druid","","","","","","","","","","","","","","","","","","","","","+5","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Shaman/ShamanRageonHit.webp",""
