web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,image
"1788936811-106","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Minion","","","","Ruzhan, the Blazing SwordMinion, Persistent, Command, FireSummon Ruzhan, an invulnerable Flame Djinn Minion, to do your bidding. Ruzhan emerges to Strike enemies with his greatsword whenever you use a damaging Skill, and casts devastating Fire Spells when Commanded to do so.","Ruzhan, the Blazing Sword","","Minion, Persistent, Command, Fire","","","","","Commanded","","","","","","","","","","","","","","","","Persistent","","","","","","","","","","","Fire","","","","","","","","","Strike","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressSummonFireDjinn.webp"
"1788936811-107","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Command","","","","Ruzhan's TrapCommand, AoE, Projectile, Fire, Duration, Hazard","Ruzhan's Trap","","Command, AoE, Projectile, Fire, Duration, Hazard","","","","","","","","","","","","","","","","","","","","","","","","","","Duration","","","","","","Fire","","","AoE","","","Projectile","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788936811-108","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Command","","","","Ruzhan's ReckoningCommand, AoE, Fire","Ruzhan's Reckoning","","Command, AoE, Fire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fire","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788936811-109","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Command","","","","Ruzhan's FuryCommand, AoE, Projectile, Fire","Ruzhan's Fury","","Command, AoE, Projectile, Fire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fire","","","AoE","","","Projectile","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788936811-110","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Minion","","","","Kelari, the Tainted SandsMinion, Persistent, Command, PhysicalSummon Kelari, an invulnerable Sand Djinn Minion, to do your bidding. Kelari will only act when you Command him to do so. Kelari delivers swift Hits with massive Critical Hit potential.","Kelari, the Tainted Sands","","Minion, Persistent, Command, Physical","","","","","Command","","","","","","","","","","","","","Physical","","","Persistent","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressSummonSandDjinn.webp"
"1788936811-111","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Command","","","","Kelari's DeceptionCommand, AoE, Physical, Duration","Kelari's Deception","","Command, AoE, Physical, Duration","","","","","","","","","","","","","","","","","","Physical","","","","","","","","Duration","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788936811-112","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Command","","","","Kelari's JudgmentCommand, AoE, Physical, Channelling","Kelari's Judgment","","Command, AoE, Physical, Channelling","","","","","","","","","","","","","","","","","","Physical","","","","","","","","","","","","","","","","Channelling","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788936811-113","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Minion","","","","Kelari's MaledictionMinion, Persistent, Command, DurationHarness Kelari's power to passively Consume Corpses in your Presence, causing Corpse Beetle Minions to burst forth. The Beetles passively follow you until Commanded. On your Command, they rush the target and explode.","Kelari's Malediction","","Minion, Persistent, Command, Duration","","","","Presence","Commanded","","","","","","","","","","","Consume","","","","","Persistent","","","","","Duration","","","","","Corpses","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressSandDjinnCorpseBeetles.webp"
"1788936811-114","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","","","Encase in JadeSpell, Buff, Physical, DurationConsume all stacks of Jade to grant Guard based off your maximum Life for each Jade consumed. You cannot gain Jade stacks while you have Guard.","Encase in Jade","","Spell, Buff, Physical, Duration","","","","","","","","","","","","","","","","","","Physical","","","","","","","","Duration","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/BruteWarbringerEncasedJade.webp"
"1788936811-115","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Align FateBuff, PersistentWhile active, visages of yourself from alternate timelines will occasionally appear and cast one of your Spells from your first valid Weapon Set. Until the next visage appears, your next cast of the same Spell aligns your fate, Empowering that Spell. Visages can only cast damaging, non-Channelling, non-Buff Spells you could cast that have no cooldown.","Align Fate","Spells","Buff, Persistent","","","","","","","","","","","","","","","","","","","","","Persistent","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/DruidOracleSpellfluxSkill.webp"
"1788936811-116","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","","","Moment of VulnerabilitySpell, AoE, NovaSend out a temporal Nova to take advantage of enemies' moment of vulnerability. Hitting enemies that are Primed for Stun, Electrocution, or Freeze causes a visage of them to appear, lasting as long as the original target would have been affected by the form of Immobilisation used to create the visage. A portion of the damage dealt to visages is also dealt to the original.","Moment of Vulnerability","","Spell, AoE, Nova","","","Nova","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/DruidOracleRipFromTimeSkill.webp"
"1788936811-117","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","","","Temporal RiftSpell, Buff, PersistentWhile active, passively leaves afterimages of your recent past. Cast the Spell to return to the oldest afterimage, teleporting to that location and resetting your Life, Mana and Energy Shield to the values they had at the time. Removes any upcoming damage delayed by Phased Form on use.","Temporal Rift","","Spell, Buff, Persistent","","","","","","","","","","","","","","","","","","","","","Persistent","","","","","","","Energy Shield","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressTemporalistTemporalRift.webp"
"1788936811-118","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","","","Time FreezeSpell, AoE, DurationRelease a large wave that stops time for all affected enemies for a duration. Duration is lower the more times the enemy has had time stopped for them.","Time Freeze","","Spell, AoE, Duration","","","","","","","","","","","","","","","","","","","","","","","","","","Duration","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressTemporalistTimeStop.webp"
"1788936811-119","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","","","Time SnapSpellManipulate time, resetting the cooldowns of your other Skills.","Time Snap","","Spell","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressTemporalistReloadCooldown.webp"
"1788936811-120","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Shapeshift","","","","Demon FormShapeshift, BuffShapeshift into a demon, vastly boosting the power of your Spells. You gain Demonflame every second you remain in demon form, causing your Life to be lost at an ever-increasing rate. Maximum 10 Demonflame. Revert to human form if you reach 1 Life, use a Skill that isn't a Spell, or reactivate this Skill.","Demon Form","","Shapeshift, Buff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WitchTransformDemon.webp"
"1788936811-121","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","","","Sorcery WardSpell, Buff, Persistent, Lightning, Cold, FirePassively manifests a protective barrier which takes Elemental Damage from Hits for you until depleted. The barrier instantly recharges to its full value a short time after it stops taking damage or is fully depleted.","Sorcery Ward","","Spell, Buff, Persistent, Lightning, Cold, Fire","","","","","","","","","","","Lightning","","","","","","","","","","Persistent","","Cold","","","","","","","","","Fire","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WitchunterSpellAegis.webp"
"1788936811-122","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Time of NeedBuff, PersistentWhile active, periodically invokes divine blessings to heal you and remove Curses and Elemental Ailments from you.","","","Buff, Persistent","","","","","","","","","","","","","","","Time of Need","","","","","","Persistent","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/TimeOfNeedSkill.webp"
"1788936811-123","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Elemental InvocationBuff, Persistent, Trigger, Lightning, Cold, Fire, Invocation, MetaWhile active, gains Energy when you Freeze, Shock or Ignite an enemy. Using the Invocation once sufficient Energy is gathered will consume the Energy to trigger socketed Spells, and can trigger them multiple times if it has enough Energy.","Elemental Invocation","Energy","Buff, Persistent, Trigger, Lightning, Cold, Fire, Invocation, Meta","","","","","","","","","","","Lightning","","","","","","","","","","Persistent","","Cold","Meta","","","","","","","","Fire","Trigger","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/ElementalInvocationSkill.webp"
"1788936811-124","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","AttritionBuff, PersistentWhile active, causes you to deal more Hit damage to Rare and Unique enemies the longer you've been fighting them, and gain Culling Strike against them once you've been fighting them for long enough.","Attrition","","Buff, Persistent","","","","","","","","","","","","","","","","","","","","","Persistent","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/AttritionSkill.webp"
"1788936811-125","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","Elemental Conflux","","Elemental ConfluxBuff, Persistent, Lightning, Cold, Fire, DurationTap into a current of raw and unpredictable Elemental power, causing you to deal greatly more damage of a randomly chosen Element. The Element affected changes frequently, though the same Element can be affected multiple times in succession.","","","Buff, Persistent, Lightning, Cold, Fire, Duration","","","","","","","","","","","Lightning","","","","","","","","","","Persistent","","Cold","","","Duration","","","","","","Fire","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/ElementalConfluxSkill.webp"
"1788936811-126","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Into the BreachBuff, Persistent, RemnantCreate a Breach around you, allowing you to see nearby Flames of Chayula. You are considered to be in a Breach while this skill is active.","Into the Breach","","Buff, Persistent, Remnant","","","","","","","","","","","","","","","","","","","","","Persistent","","","","","","","","","","","","","","","","Remnant","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MonkBreachWalk.webp"
"1788936811-127","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Minion","","","","Ancestral SpiritsMinion, Trigger, DurationThis skill is Triggered each time you summon a Totem, summoning an Ancestral Spirit Minion to fight for you. If the Totem dies then the Ancestral Spirit triggered by it's summoning will die too.","Ancestral Spirits","","Minion, Trigger, Duration","","","","","","","","","","","","","","","","","","","","","","","","","","Duration","","","","","","","Trigger","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/BruteWarbringerDefenders.webp"
"1788936811-128","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Ritual SacrificeBuff, DurationSacrifice the Corpse of a Rare Monster to grant you its Modifiers for a duration, or gain a single random Modifier at the cost of your own life force.","Ritual Sacrifice","","Buff, Duration","","","","","","","","","","","","","","","","","","","","","","","","","","Duration","","","","","Corpse","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/PrimalistStabCorpseSkillIcon.webp"
"1788936811-129","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","BlinkBuff, Spell, TravelWhile active, replaces your dodge roll with a short-cooldown Spell that allows you to tunnel through space, instantly reappearing a medium distance away.","Blink","","Buff, Spell, Travel","","","","","","","","","","","","","","","","","","","","","","","","","","","Travel","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressBlinkReservation.webp"
"1788936811-130","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Charge RegulationBuff, PersistentWhile active, you gain powerful Buffs based on your active Charges. However, maintaining the Buff Consumes Charges every few seconds.","Charge Regulation","","Buff, Persistent","","","","","","","","","","","","","","","","","","","","Charges","Persistent","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/ChargeMasteryDeath.webp"
"1788936811-131","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Shard ScavengerBuff, Persistent, Physical, Lightning, Cold, Fire, DurationWhile active, Consuming Freeze, Shock, Ignite, or Fully Broken Armour on an enemy reloads your Crossbow, restores one cooldown use for your Grenades and grants a Buff causing Crossbow Attacks to not consume bolts for a duration. This can only occur once every few seconds.","Shard Scavenger","Buff","Buff, Persistent, Physical, Lightning, Cold, Fire, Duration","","","","","","","","","","","Lightning","","","","","Consuming","","Physical","","","Persistent","","Cold","","","Duration","","","","","","Fire","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MercShardDespoiler.webp"
"1788936811-132","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Overwhelming PresenceBuff, Persistent, AuraWhile active, emits an Aura that makes enemies in your Presence easier to Stun and inflict Elemental Ailments upon.","","","Buff, Persistent, Aura","","","","Presence","","","","","","","","","","","Overwhelming Presence","","","","","","Persistent","","","","","","","","Aura","Aura","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/OverwhelmingPressureSkill.webp"
"1788936811-133","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","Alchemist's Boon","Alchemist's BoonBuff, Persistent, AuraWhile active, grants you Flask charges passively and causes Life and Mana recovery from your Flasks to also apply to Allies in your Presence.","","","Buff, Persistent, Aura","","","","Presence","","","","","","","","","","","","","","","","","Persistent","Allies","","","","","","","Aura","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/AlchemistsBoonSkill.webp"
"1788936811-134","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Reaper's InvocationBuff, Persistent, Trigger, Invocation, MetaWhile active, gains Energy when you kill an enemy with a Melee Attack. Using the Invocation once sufficient Energy is gathered will consume the Energy to trigger socketed Spells, and can trigger them multiple times if it has enough Energy.","Reaper's Invocation","","Buff, Persistent, Trigger, Invocation, Meta","","","","","","","","","","","","","","","","","","","","","Persistent","","","Meta","","","","","","","","","Trigger","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MeleeInvocationSkill.webp"
"1788936811-135","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","Sacrifice","","SacrificeBuff, Minion, PersistentWhile active, your undead Reviving Minions can be used in place of Corpses by your skills, but your Minions Revive more slowly.","","","Buff, Minion, Persistent","","","","","","","","","","","","","","","","","","","","","Persistent","","","","","","","","","","Corpses","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/HarvesterSkill.webp"
"1788936811-136","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","Archmage","","ArchmageBuff, Persistent, LightningWhile active, causes your Non-Channelling Spells to cost additional mana and deal extra Lightning damage, both based on your maximum Mana.","","","Buff, Persistent, Lightning","","","","","","","","","","","Lightning","","","","","","","","","","Persistent","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/ArchmageSkill.webp"
"1788936811-137","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","BerserkBuff, PersistentWhile active, strengthens your Rage, but causes you to lose Life while not losing Rage.","","","Buff, Persistent","","","","","","","","","","","","","","","Berserk","","","","","","Persistent","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/BeserkSkill.webp"
"1788936811-138","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","Herald of Plague","Herald of PlagueBuff, Persistent, Chaos, HeraldWhile active, killing a Poisoned enemy spreads its Poison to other nearby enemies, and has a chance to also Hinder them.","","","Buff, Persistent, Chaos, Herald","Herald","","","","","","","","","","","","Chaos","","","","","","","","Persistent","","","","Hinder","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/HeraldOfAgonySkill.webp"
"1788936811-139","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Herald of BloodBuff, Attack, Persistent, AoE, Physical, Herald, PayoffWhile active, killing an enemy with Blood Loss will cause a bloody explosion that deals Physical Attack damage to surrounding enemies. This damage is not based on your Weapon, but is partially based on their accumulated Blood Loss. The explosion destroys their Corpse if the enemy was Normal or Magic, and has a chance to Aggravate Bleeding.","Herald of Blood","Aggravate","Buff, Attack, Persistent, AoE, Physical, Herald, Payoff","Herald","","","","","","","","","","","","","","","","","Physical","","","Persistent","","","","","","","","","","Corpse","","","","AoE","Physical","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/HeraldOfBloodSkill.webp"
"1788936811-140","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","Withering Presence","","Withering PresenceBuff, Persistent, Aura, Chaos, DurationWhile active, emits an Aura that periodically Withers enemies in your Presence.","","","Buff, Persistent, Aura, Chaos, Duration","","","","Presence","","","","","","","","","Chaos","","","","","","","","Persistent","","","","","Duration","","","Aura","Aura","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WitchWitheringPresence.webp"
"1788936811-141","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","Ravenous Swarm","","Ravenous SwarmBuff, Minion, Persistent, Physical, Chaos, DurationWhile active and enemies are present, swarms of insects emerge from your body to pursue nearby enemies. The swarms are untargetable Minions that Attack and Poison enemies.","","","Buff, Minion, Persistent, Physical, Chaos, Duration","","","","","","","","","","","","","Chaos","","","","","Physical","","","Persistent","","","","","Duration","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WitchRavenousSwarm.webp"
"1788936811-142","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","Mirage Archer","Mirage ArcherBuff, Persistent, Trigger, Duration, MetaWhile active, dodge rolling will create a Mirage that uses socketed ranged Attacks for a short duration, then vanish.","","","Buff, Persistent, Trigger, Duration, Meta","","","","","","","","","","","","","","","","","","","","","Persistent","","","Meta","","Duration","","","","","","","Trigger","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/LingeringMirageSkill.webp"
"1788936811-143","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","Combat Frenzy","Combat FrenzyBuff, PersistentWhile active, grants you a Frenzy Charge when you Freeze, Electrocute or Pin an enemy. This can only occur once every few seconds.","","","Buff, Persistent","","","","","","","","","","","","","","","","","","","","Frenzy Charge","Persistent","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/RangerCombatFrenzySkill.webp"
"1788936811-144","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Cast on BlockBuff, Persistent, Trigger, MetaWhile active, gains Energy when you Block and triggers socketed Spells on reaching maximum Energy.","Cast on Block","","Buff, Persistent, Trigger, Meta","","","","","","","","","","","","","","","","","","","","","Persistent","","","Meta","","","","","","","","","Trigger","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/CastOnMeleeBlockSkill.webp"
"1788936811-145","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","Ember Fusillade","","Ember FusilladeSpell, AoE, Projectile, Trigger, Fire, Duration, RepeatableConjure a blazing Ember that hovers above you. After a short duration, the Ember launches at an enemy, dealing Fire damage in an area on impact and prioritising the last enemy targeted. Recasting this spell resets the duration for all active Embers. Multiple Embers fired in the same Fusillade will attempt to target different enemies. Consumes a Lightning Infusion if possible to cause the entire Fusillade to create beams that Chain to enemies.","","","Spell, AoE, Projectile, Trigger, Fire, Duration, Repeatable","","","","","","","Infusion","","","","","Repeatable","","","","Consumes","Chain","","","","","","","","","Duration","","","","","","Fire","Trigger","","AoE","","","Projectile","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressBlazingCluster.webp"
"1788936811-146","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","Lightning Bolt","","Lightning BoltSpell, AoE, Trigger, Lightning, RepeatableCall down a Shocking bolt of Lightning to strike enemies in a small area.","","","Spell, AoE, Trigger, Lightning, Repeatable","","","","","","","","","","","Lightning","Repeatable","","","","","","","","","","","","","","","","","","","","","Trigger","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/LightningBoltSkillStaff.webp"
"1788936811-147","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Blood BoilBuff, Persistent, AoE, Physical, DurationEnemies in your Presence accumulate blood boils periodically. When they die, the boils pop applying Corrupted Blood to enemies near them.","Blood Boil","","Buff, Persistent, AoE, Physical, Duration","","","","Presence","","","","","","","","","","","","","","Physical","","","Persistent","","","","","Duration","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/PrimalistBloodBoilsSkillIcon.webp"
"1788936811-148","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Shattering SpiteAttack, AoE, Physical, Lightning, FireStamp your spear, destroying all Bloodstone Lances on each enemy in your Presence to cause a damaging explosion around that enemy. Each explosion gains new benefits when reaching higher thresholds of Bloodstone Lances removed from an enemy, causing them to deal more damage, have increased area of effect, and Leech Life from enemies caught in the blast.","Shattering Spite","","Attack, AoE, Physical, Lightning, Fire","","","","Presence","","","","","","","Lightning","","","","","","","Physical","","","","","","","","","","","","","","Fire","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/AtzirisContempt.webp"
"1788936811-149","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Righteous DescentAttack, AoE, Melee, Slam, Physical, Lightning, TravelLeap into the air carried by divine wings, damaging enemies with your spear where you land. If there is a Fragment of Divinity near you or the targeted location, this attack will Consume it when you leap to become Empowered, dealing more damage and granting life and mana recovery. This skill does not use up its Cooldown when empowered.","Righteous Descent","","Attack, AoE, Melee, Slam, Physical, Lightning, Travel","","","","","","","","","","","Lightning","","","","","Consume","","Physical","","","","","","","","","Travel","","","","","","","","AoE","","","","","Melee","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/ChallengersAscentSkill.webp"
"1788936811-150","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Vivid StampedeAttack, AoE, Trigger, Lightning, DurationCall upon Spirits of the Stag, sending them leaping forward. Each Stag releases a damaging shockwave each time it lands, and any Stags that travel the maximum possible distance also leave behind Shocked Ground.","Vivid Stampede","","Attack, AoE, Trigger, Lightning, Duration","","","","","","","","","","","Lightning","","","","","","","","","","","","","","","Duration","","","","","","","Trigger","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WildspeakerVividStagsSkill.webp"
"1788936811-151","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Minion","","","","Wild ProtectorMinion, Companion, Persistent, PhysicalCall upon a Bear Spirit Companion to maul your foes. The Bear Spirit leaps at enemies to Maim them, Leeches Life with its slam, and periodically roars to Intimidate enemies. The Bear Spirit does not count toward your Companion limit.","Wild Protector","","Minion, Companion, Persistent, Physical","","","","","","","","","","Companion","","","","","","","","Physical","","","Persistent","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WildspeakerBearSkill.webp"
"1788936811-152","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Hollow FormAttack, Melee, Sustained, Channelling, MetaChannel to create fleeting images of your astral self near the target location. The images perform a Socketed Melee Attack once then vanish, targeting the closest enemy if possible. The images cannot perform Channelled Skills or Conditional Skills. Consuming a Power Charge creates additional images.","Hollow Form","","Attack, Melee, Sustained, Channelling, Meta","","","","","","Sustained","","","","","","","","","","","","","","Power Charge","","","","Meta","","","","","","","","","","Channelling","","","","","","Melee","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MartialArtistMantraofIllusionsSkill.webp"
"1788936811-153","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Hollow FocusAttack, Buff, Persistent, AoE, DurationWhile active, ethereal bells periodically appear near you. Your Hits immediately destroy the bells, creating a shockwave that damages nearby enemies and causes a Heavy Stun on enemies that are Primed for Stun. The bells are themselves always Primed for Stun, they can be Culled, and Hits against them are always Critical Hits.","Hollow Focus","","Attack, Buff, Persistent, AoE, Duration","","","","","","","","","","","","","","","","","","","","","Persistent","","","","","Duration","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MartialArtistSpectralBellSkill.webp"
"1788936811-154","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Hollow ResonanceAttack, AoE, TriggerAttaches an ethereal bell to your back. Critical Hits with other Skills will cause the bell to ring out, damaging nearby enemies.","Hollow Resonance","","Attack, AoE, Trigger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trigger","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MartialArtistCarrySpectralBellSkill.webp"
"1788936811-155","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Mirage DeadeyeBuff, Persistent, Trigger, Duration, MetaWhile active, firing a ranged Projectile Attack will create a Mirage that uses socketed ranged Attacks for a short duration, then vanish.","Mirage Deadeye","","Buff, Persistent, Trigger, Duration, Meta","","","","","","","","","","","","","","","","","","","","","Persistent","","","Meta","","Duration","","","","","","","Trigger","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/RangerDeadeyeMirageSkill.webp"
"1788936811-156","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","","","Inevitable AgonySpell, AoE, Duration, RepeatableDebuff all targets in an area, causing a portion of Damage they take from Hits to be tracked by the Debuff. When the debuff's duration expires or can kill the target, the target loses life equal to that tracked damage all at once.","Inevitable Agony","","Spell, AoE, Duration, Repeatable","","","","","","","","","","","","Repeatable","","","","","","","","","","","","","","Duration","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/TemporalistSynchronisationofPainSkill.webp"
"1788936811-157","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Called ShotsBuff, Persistent, AoE, MetaApplies a socketed Mark Skill to a nearby unmarked Enemy every few seconds. Consuming socketed Marks will cause them to be reapplied to an unmarked Enemy. This reapplication can happen at most once every few seconds.","Called Shots","","Buff, Persistent, AoE, Meta","","","","","","","","","","","","","","","","Consuming","","","","","Persistent","","","Meta","","","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/DeadeyeMarkMetagemSkill.webp"
"1788936811-158","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Herald of AshBuff, Persistent, AoE, Fire, Duration, HeraldWhile active, enemies you sufficiently Overkill with non-Herald Attacks will cause an explosion that Ignites nearby enemies based on the Overkill damage dealt.","Herald of Ash","","Buff, Persistent, AoE, Fire, Duration, Herald","Herald","Herald","","","","","","","","","","","","","","","","","","","Persistent","","","","","Duration","","","","","","Fire","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/HeraldOfAshSkill.webp"
