web_scraper_order,web_scraper_start_url,name,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,name15,name16,name17,name18,name19,name20,name21,name22,name23,name24,name25,name26,name27,name28,name29,name30,name31,image,parsed_tags,category
1788936683-176,https://poe2db.tw/us/Gem#SupportGems,Fire Penetration II,"Fire Penetration II (5)Support, Fire","Support, Fire",Support,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FirePenetrationSupport.webp,fire,Other
1788936683-177,https://poe2db.tw/us/Gem#SupportGems,Fist of War III,"Fist of War III (5)Support, Attack, Melee, Slam","Support, Attack, Melee, Slam",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,Slam,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FistOfWarSupport.webp,,Other
1788936683-178,https://poe2db.tw/us/Gem#SupportGems,Heft,"Heft (5)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/HeftSupport.webp,,Other
1788936683-179,https://poe2db.tw/us/Gem#SupportGems,Holy Descent,"Holy Descent (5)Support, AoE, Duration","Support, AoE, Duration",Support,,,,,,,,,,,,,,,,,,,,,AoE,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/HolyDescentSupport.webp,,Other
1788936683-180,https://poe2db.tw/us/Gem#SupportGems,Ignite III,"Ignite III (5)Support, Fire","Support, Fire",Support,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IgnitionSupport.webp,,Other
1788936683-181,https://poe2db.tw/us/Gem#SupportGems,Infernal Legion II,"Infernal Legion II (5)Support, Minion, AoE, Fire","Support, Minion, AoE, Fire",Support,,,,,,,,,,Fire,,,,Minion,,,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/InfernalLegionSupport.webp,,Other
1788936683-182,https://poe2db.tw/us/Gem#SupportGems,Jagged Ground II,"Jagged Ground II (5)Support, Attack, AoE, Melee, Slam, Duration","Support, Attack, AoE, Melee, Slam, Duration",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,AoE,Duration,,,,Slam,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/JaggedGroundSupport.webp,,Other
1788936683-183,https://poe2db.tw/us/Gem#SupportGems,Life Leech III,"Life Leech III (5)Support, Attack, Physical","Support, Attack, Physical",Support,,,,,,,,,,,,Physical,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LifeLeechSupport.webp,,Other
1788936683-184,https://poe2db.tw/us/Gem#SupportGems,Long Fuse II,Long Fuse II (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LongFuseSupport.webp,,Other
1788936683-185,https://poe2db.tw/us/Gem#SupportGems,Minion Splash II,"Minion Splash II (5)Support, Attack, Minion, Melee, Strike","Support, Attack, Minion, Melee, Strike",Support,,,,,,,,,,,Strike,,,Minion,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MinionMeleeSplashSupport.webp,minion,Other
1788936683-186,https://poe2db.tw/us/Gem#SupportGems,Persistent Ground III,Persistent Ground III (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DomainSupport.webp,,Other
1788936683-187,https://poe2db.tw/us/Gem#SupportGems,Rage III,"Rage III (5)Support, Attack, Melee","Support, Attack, Melee",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RageSupport.webp,,Other
1788936683-188,https://poe2db.tw/us/Gem#SupportGems,Rageforged II,Rageforged II (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RageforgedSupport.webp,,Other
1788936683-189,https://poe2db.tw/us/Gem#SupportGems,Refraction III,"Refraction III (5)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/TemperedValourSupport.webp,,Other
1788936683-190,https://poe2db.tw/us/Gem#SupportGems,Reinforced Totems II,"Reinforced Totems II (5)Support, Totem","Support, Totem",Support,,,,,,Totem,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IronwoodSupport.webp,,Other
1788936683-191,https://poe2db.tw/us/Gem#SupportGems,Splinter Totem II,"Splinter Totem II (5)Support, Totem","Support, Totem",Support,,,,,,Totem,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SplinterTotemSupport.webp,,Other
1788936683-192,https://poe2db.tw/us/Gem#SupportGems,Stoicism II,Stoicism II (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/NoFearSupport.webp,,Other
1788936683-193,https://poe2db.tw/us/Gem#SupportGems,Stun III,Stun III (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/OverpowerSupport.webp,,Other
1788936683-194,https://poe2db.tw/us/Gem#SupportGems,Upheaval II,Upheaval II (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/UpheavalSupport.webp,,Other
1788936683-195,https://poe2db.tw/us/Gem#SupportGems,Ailith's Chimes,"Ailith's Chimes (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/Monastic.webp,,Other
1788936683-196,https://poe2db.tw/us/Gem#SupportGems,Arjun's Medal,"Arjun's Medal (1)Support, Lineage, Ammunition, Projectile","Support, Lineage, Ammunition, Projectile",Support,Ammunition,,,,,,,,Projectile,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/AmmoConservation.webp,,Other
1788936683-197,https://poe2db.tw/us/Gem#SupportGems,Arakaali's Lust,"Arakaali's Lust (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageArakaali.webp,,Other
1788936683-198,https://poe2db.tw/us/Gem#SupportGems,Atziri's Impatience,"Atziri's Impatience (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/AtziriImpatience.webp,,Other
1788936683-199,https://poe2db.tw/us/Gem#SupportGems,Ratha's Assault,"Ratha's Assault (1)Support, Lineage, Ammunition, Projectile","Support, Lineage, Ammunition, Projectile",Support,Ammunition,,,,,,,,Projectile,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/Azadian.webp,,Other
1788936683-200,https://poe2db.tw/us/Gem#SupportGems,Dreamer's Knell,"Dreamer's Knell (1)Support, Lineage, Attack, AoE, Melee, Trigger, Duration","Support, Lineage, Attack, AoE, Melee, Trigger, Duration",Support,,,,,,,,,,,,,Lineage,,Melee,,Attack,,,Trigger,AoE,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageDreamer.webp,,Other
1788936683-201,https://poe2db.tw/us/Gem#SupportGems,Murderous Intent,Murderous Intent (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/EmpoweredCullSupport.webp,,Other
1788936683-202,https://poe2db.tw/us/Gem#SupportGems,Eonyr's Thunder,"Eonyr's Thunder (1)Support, Lineage, Spell, AoE, Trigger, Lightning","Support, Lineage, Spell, AoE, Trigger, Lightning",Support,,,,,,,,,,,,,Lineage,,,Spell,,Lightning,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/ScaleofEonyr.webp,,Other
1788936683-203,https://poe2db.tw/us/Gem#SupportGems,Ferocity,Ferocity (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FerocitySupport.webp,,Other
1788936683-204,https://poe2db.tw/us/Gem#SupportGems,Garukhan's Resolve,"Garukhan's Resolve (1)Support, Lineage, Attack, Conditional","Support, Lineage, Attack, Conditional",Support,,,,Conditional,,,,,,,,,Lineage,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/Garukhan.webp,,Other
1788936683-205,https://poe2db.tw/us/Gem#SupportGems,Overabundance III,"Overabundance III (1)Support, Curse","Support, Curse",Support,,,Curse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IncreaseLimitSupport.webp,,Other
1788936683-206,https://poe2db.tw/us/Gem#SupportGems,Life Bounty,Life Bounty (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LifeFlaskSupport.webp,,Other
1788936683-207,https://poe2db.tw/us/Gem#SupportGems,Lockdown,Lockdown (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LockdownSupport.webp,,Other
1788936683-208,https://poe2db.tw/us/Gem#SupportGems,Malady,Malady (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MaladySupport.webp,,Other
1788936683-209,https://poe2db.tw/us/Gem#SupportGems,Mana Bounty,Mana Bounty (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ManaFlaskSupport.webp,,Other
1788936683-210,https://poe2db.tw/us/Gem#SupportGems,Overextend,"Overextend (1)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/OverextendSupport.webp,,Other
1788936683-211,https://poe2db.tw/us/Gem#SupportGems,Dominus' Grasp,"Dominus' Grasp (1)Support, Lineage, Projectile, Chaining","Support, Lineage, Projectile, Chaining",Support,,Chaining,,,,,,,Projectile,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageMercy.webp,,Other
1788936683-212,https://poe2db.tw/us/Gem#SupportGems,Rakiata's Flow,"Rakiata's Flow (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/Rakiata.webp,,Other
1788936683-213,https://poe2db.tw/us/Gem#SupportGems,Rigwald's Ferocity,"Rigwald's Ferocity (1)Support, Lineage, Attack","Support, Lineage, Attack",Support,,,,,,,,,,,,,Lineage,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/Rigwald.webp,,Other
1788936683-214,https://poe2db.tw/us/Gem#SupportGems,Stormchain,"Stormchain (1)Support, Projectile, Lightning, Chaining","Support, Projectile, Lightning, Chaining",Support,,Chaining,,,,,,,Projectile,,,,,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/StormchainSupport.webp,,Other
1788936683-215,https://poe2db.tw/us/Gem#SupportGems,Tacati's Ire,"Tacati's Ire (1)Support, Lineage, Chaos","Support, Lineage, Chaos",Support,,,,,Chaos,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageTacati.webp,,Other
1788936683-216,https://poe2db.tw/us/Gem#SupportGems,Tasalio's Rhythm,"Tasalio's Rhythm (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageTasalio.webp,,Other
1788936683-217,https://poe2db.tw/us/Gem#SupportGems,Ricochet III,"Ricochet III (1)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/TerrainChainSupport.webp,,Other
1788936683-218,https://poe2db.tw/us/Gem#SupportGems,Tul's Stillness,"Tul's Stillness (1)Support, Lineage, Cold, Chaos","Support, Lineage, Cold, Chaos",Support,,,,,Chaos,,,,,,,,Lineage,,,,,,Cold,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageTul.webp,,Other
1788936683-219,https://poe2db.tw/us/Gem#SupportGems,Lightning Attunement,"Lightning Attunement (1)Support, Lightning","Support, Lightning",Support,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AddedLightningDamageSupport.webp,lightning,Other
1788936683-220,https://poe2db.tw/us/Gem#SupportGems,Blindside,Blindside (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BlindsideSupport.webp,,Other
1788936683-221,https://poe2db.tw/us/Gem#SupportGems,Chain I,"Chain I (1)Support, Projectile, Chaining","Support, Projectile, Chaining",Support,,Chaining,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChainSupport.webp,,Other
1788936683-222,https://poe2db.tw/us/Gem#SupportGems,Charge Profusion I,Charge Profusion I (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MultipleChargesSupport.webp,,Other
1788936683-223,https://poe2db.tw/us/Gem#SupportGems,Combo Finisher I,"Combo Finisher I (1)Support, Attack, Melee, Strike, Conditional","Support, Attack, Melee, Strike, Conditional",Support,,,,Conditional,,,,,,,Strike,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ComboFinisherSupport.webp,,Other
1788936683-224,https://poe2db.tw/us/Gem#SupportGems,Corrosion,"Corrosion (1)Support, Physical, Chaos","Support, Physical, Chaos",Support,,,,,Chaos,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CorrosionSupport.webp,,Other
1788936683-225,https://poe2db.tw/us/Gem#SupportGems,Escalating Poison,"Escalating Poison (1)Support, Chaos","Support, Chaos",Support,,,,,Chaos,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MultiplePoisonSupport.webp,,Other
1788936683-226,https://poe2db.tw/us/Gem#SupportGems,Heightened Accuracy I,"Heightened Accuracy I (1)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AdditionalAccuracy.webp,,Other
1788936683-227,https://poe2db.tw/us/Gem#SupportGems,Overabundance I,Overabundance I (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IncreaseLimitSupport.webp,,Other
1788936683-228,https://poe2db.tw/us/Gem#SupportGems,Innervate,"Innervate (1)Support, Lightning, Duration","Support, Lightning, Duration",Support,,,,,,,,,,,,,,,,,,Lightning,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/Innervate.webp,,Other
1788936683-229,https://poe2db.tw/us/Gem#SupportGems,Life Drain,Life Drain (1)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LifeOnCull.webp,,Other
1788936683-230,https://poe2db.tw/us/Gem#SupportGems,Multishot I,"Multishot I (1)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MultipleProjectilesSupport.webp,,Other
1788936683-231,https://poe2db.tw/us/Gem#SupportGems,Pierce I,"Pierce I (1)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PierceSupport.webp,,Other
1788936683-232,https://poe2db.tw/us/Gem#SupportGems,Pin I,"Pin I (1)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PinSupport.webp,,Other
1788936683-233,https://poe2db.tw/us/Gem#SupportGems,Poison I,"Poison I (1)Support, Chaos","Support, Chaos",Support,,,,,Chaos,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChanceToPoisonSupport.webp,,Other
1788936683-234,https://poe2db.tw/us/Gem#SupportGems,Precision I,"Precision I (1)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PrecisionSupport.webp,,Other
1788936683-235,https://poe2db.tw/us/Gem#SupportGems,Projectile Acceleration I,"Projectile Acceleration I (1)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FasterProjectilesSupport.webp,,Other
1788936683-236,https://poe2db.tw/us/Gem#SupportGems,Projectile Deceleration I,"Projectile Deceleration I (1)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SlowerProjectilesSupport.webp,,Other
1788936683-237,https://poe2db.tw/us/Gem#SupportGems,Pursuit I,"Pursuit I (1)Support, Attack, Melee","Support, Attack, Melee",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PursuitSupport.webp,,Other
1788936683-238,https://poe2db.tw/us/Gem#SupportGems,Rapid Attacks I,"Rapid Attacks I (1)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FasterAttack.webp,attack,Other
1788936683-239,https://poe2db.tw/us/Gem#SupportGems,Retreat I,"Retreat I (1)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RetreatingAssaultSupport.webp,,Other
1788936683-240,https://poe2db.tw/us/Gem#SupportGems,Shock,"Shock (1)Support, Lightning","Support, Lightning",Support,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ConductionSupport.webp,,Other
1788936683-241,https://poe2db.tw/us/Gem#SupportGems,Slow Potency,"Slow Potency (1)Support, Spell","Support, Spell",Support,,,,,,,,,,,,,,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/EncumberanceSupport.webp,,Other
1788936683-242,https://poe2db.tw/us/Gem#SupportGems,Swift Affliction I,"Swift Affliction I (1)Support, Duration","Support, Duration",Support,,,,,,,,,,,,,,,,,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SwiftAfflictionSupport.webp,,Other
1788936683-243,https://poe2db.tw/us/Gem#SupportGems,Window of Opportunity I,"Window of Opportunity I (1)Support, Channelling","Support, Channelling",Support,,,,,,,,Channelling,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/WindowOfOpportunitySupport.webp,,Other
1788936683-244,https://poe2db.tw/us/Gem#SupportGems,Adhesive Grenades I,"Adhesive Grenades I (2)Support, Grenade","Support, Grenade",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/StickyBombSupport.webp,,Other
1788936683-245,https://poe2db.tw/us/Gem#SupportGems,Admixture,"Admixture (2)Support, Physical, Chaos","Support, Physical, Chaos",Support,,,,,Chaos,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MixedMaladiesSupport.webp,,Other
1788936683-246,https://poe2db.tw/us/Gem#SupportGems,Ammo Conservation I,"Ammo Conservation I (2)Support, Ammunition, Projectile","Support, Ammunition, Projectile",Support,Ammunition,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChanceToNotConsumeAmmoSupport.webp,,Other
1788936683-247,https://poe2db.tw/us/Gem#SupportGems,Blind I,Blind I (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BlindSupport.webp,,Other
1788936683-248,https://poe2db.tw/us/Gem#SupportGems,Bounty I,Bounty I (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LifeFlaskSupport.webp,,Other
1788936683-249,https://poe2db.tw/us/Gem#SupportGems,Cadence,"Cadence (2)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MeasuredSpeedSupport.webp,,Other
1788936683-250,https://poe2db.tw/us/Gem#SupportGems,Chain II,"Chain II (2)Support, Projectile, Chaining","Support, Projectile, Chaining",Support,,Chaining,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChainSupport.webp,,Other
1788936683-251,https://poe2db.tw/us/Gem#SupportGems,Inhibitor,"Inhibitor (2)Support, Spell","Support, Spell",Support,,,,,,,,,,,,,,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/InhibitorSupport.webp,,Other
1788936683-252,https://poe2db.tw/us/Gem#SupportGems,Commiserate,Commiserate (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CommiserateSupport.webp,,Other
1788936683-253,https://poe2db.tw/us/Gem#SupportGems,Deadly Poison I,"Deadly Poison I (2)Support, Chaos","Support, Chaos",Support,,,,,Chaos,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DeadlyPoisonSupport.webp,,Other
1788936683-254,https://poe2db.tw/us/Gem#SupportGems,Delayed Gratification,Delayed Gratification (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AdversitySupport.webp,,Other
1788936683-255,https://poe2db.tw/us/Gem#SupportGems,Durability,Durability (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DurabilitySupport.webp,,Other
1788936683-256,https://poe2db.tw/us/Gem#SupportGems,Electrocute,"Electrocute (2)Support, Lightning","Support, Lightning",Support,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ElectrocuteSupport.webp,,Other
1788936683-257,https://poe2db.tw/us/Gem#SupportGems,Longshot I,"Longshot I (2)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FarCombatSupport.webp,,Other
1788936683-258,https://poe2db.tw/us/Gem#SupportGems,Frenzied Riposte,"Frenzied Riposte (2)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RetortSupport.webp,,Other
1788936683-259,https://poe2db.tw/us/Gem#SupportGems,Frozen Spite,"Frozen Spite (2)Support, AoE, Projectile, Trigger, Cold","Support, AoE, Projectile, Trigger, Cold",Support,,,,,,,,,Projectile,,,,,,,,,,Cold,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FrozenSpiteSupport.webp,,Other
1788936683-260,https://poe2db.tw/us/Gem#SupportGems,Heightened Charges,Heightened Charges (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PotencySupport.webp,,Other
1788936683-261,https://poe2db.tw/us/Gem#SupportGems,Lasting Shock,"Lasting Shock (2)Support, Lightning","Support, Lightning",Support,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LastingShockSupport.webp,,Other
1788936683-262,https://poe2db.tw/us/Gem#SupportGems,Lightning Penetration,"Lightning Penetration (2)Support, Lightning","Support, Lightning",Support,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LightningPenetrationSupport.webp,lightning,Other
1788936683-263,https://poe2db.tw/us/Gem#SupportGems,Maim,"Maim (2)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MaimSupport.webp,,Other
1788936683-264,https://poe2db.tw/us/Gem#SupportGems,Momentum,Momentum (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MomentumSupport.webp,,Other
1788936683-265,https://poe2db.tw/us/Gem#SupportGems,Multishot II,"Multishot II (2)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MultipleProjectilesSupport.webp,,Other
1788936683-266,https://poe2db.tw/us/Gem#SupportGems,Nova Projectiles I,"Nova Projectiles I (2)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/NovaProjectilesSupport.webp,,Other
